cycle/ week,churn! journ,周 [週] zhōu(r),,,周 Zhōu dynasty 主 zhǔ zhoun <> 王 wan  <> 更 gèng Gang der Zeit
daytime,jour,昼 [晝] zhòu(r),,,
,Zauber(n),咒 zhòu(ber),,!!,侜 zhōu
,sauber / broom!,帚 zhǒu(ber),,!!,
,Gau!,州 [州] zhōu  ,,国 Guó,
,falten??,皱 [皺] zhòu,,,<> wind wender wunder Winter
,sudden,骤 zhòu,,,
,senden  ,遣 [遣] qiǎn [form.],,,
 ,,,,,
hochheben,“ziehen”,骞 [騫] qiān,,,
,ziehen,牵 [牽] qiān,,,迁 qiān umziehen 
das Los,Ziehen’ :),签 [籤] qiān,,,铅 qiān = Blei-ziehen/gießen
einlegen …,ziehen,嵌 [嵌] qiàn,,,
,$Ian Zink,钱 qián ,,,铅 qiān = Blei  乾] qián 1/8 Trigrams
,$1000.00,千 qiān,,,
,schulden,欠 qiàn ,,,
yawn,gähn ,欠 qiàn,,,
chain à chien ,chain a dog,牵 狗 qiān gǒu ,,, 高飞 狗  Gāofēi Gǒu Goofy   
,ziehen,牵  qiān ,,,
,Schüssel/ pan/ pen,食盆 shípén ,,,
Gattin,νύμφη Nymphe Ninfoo;),*女妇 nǚnfù,,,仙女 [仙女] xiānnǚ
,beten pray,拜  bài,,,
ja je auch,ja,也 yě,jar(pot),,
ta/ they/ she/ he/ it ja,tja,他 tā,,,
,𓈞 ~ quell / gate,kǒu口,!,,
oder,OR,或 huòr,,,<> wuoar : war
YOU!,Er = thou  nǐn 你,ěr 尔 = though ěr爾,,,
 ,chaud : hot : head / schief chief,shǒu首,,,
time/ season,cai+t : Zeit / sea?+sun : season,shí時,,,
 thousand,zehn leben = 10*100= 1000,qiān千,,,
money,pay @ bay,bèi 貝,[shellfish],,Cowries weiß?  byutt byuen wén文 <> fish
zweyi,乙~2 ي Y,yǐ 乙,,,
,jia : house,jīng京,,,
"1. once, only, then 2. undertake","just, journ",jiù就,,,
want/ desire,ywaont,yào要,,,
embryo etc,seed,巳 sì,,,才 Cai [tsai]  艹采 cǎo 子 zi 卉  PSI! << phthi
,it,zhī之,,,
ja,dja da!,duì對,,,
[question particles],ma / ja ?,么 me  幺 [么] yāo = 1,,,
breathe / hickup,hat’qi,qiǎo丂,,气 [氣] qì,
,zhou qi le = es zieht,气 [氣] qì,,,
schleich (slow walk),slow,suī夊,,,
,heir,後 hòu®,,𓎛 !!!,
little / few <- paw,paw : peut ‘ein paar’,xiǎo小,,,
夕 7 sieben,SI: Sichel,xī夕 厶 si,,,尸 shi = corpse    R8 𓊹  shi.piter?
and,*hang,ér而,,,
city,*BAU! *Burg! Oblast;),yì邑,,,
,she beast,豸zhì  ,,,
,Sau/ schwein,豸zhì  猪zhū 豕shǐ ,,,
agua ashuia,suamp <> si=4 chad see …,shuǐ水,☵,,氵shui <> schnee
,ma = no <> nass mainus?,mò沒,,,
,??,jīn今,<>,,
then,fthen,fāng方,,,<> qvang? <> qvart square
,mängeln bemäkeln,埋怨 [埋怨] mányuàn,,,
die Schmähung,Mahnmal,谩骂 [謾罵] mànmà,,,
,go <> jumb,zǒu 走,,,
,rise/ raise/ zieh <> go,qǐ起,,,
,run home,huán hái 還,heyem,𓌵  𓌶 眉méi,
,RE(turn) home,回 huí ,churn,,
hit,shoot,shū殳,,,
bow,BowGong Bogen,gōng弓,,,
,Fahne,幡 [幡] fān,,方 fāng,
das Segel,Fahne,帆 [帆] fān [NAUT.],,风 fēng vent wind,
Haar,Faden/ fHaar,发 [髮] fà,,,fahar <> 糸 silk
#Handlungen,fairn,番] fān ,,,
das Floß,Fahr,筏 [筏] fá [NAUT.],,,
law,fatum/ votum/ fascie/ FATE,[法] fǎ [JURA],,,
punish,fanish?,罚 [罰] fá [JURA],,,falsch/ 犯 fàn Verbrechen! FanBruch
,#Patronen,发 [發] fā ,,,
,Familie!,阀 [閥] fá ,,,
,Fach/ Ventil +,阀 [閥] fá,,,
gehen,fahren,赴] fù,,,
,fahren,发 [發] fā,,,𓎁 que->qù 去 zieh 走 zǒu ts`adah tsa`ah 行 xíng
,wenden ,翻 fān ,,盘 pán,-> übersetzen 
zurück-fahren,wenden ,返 [返] fǎn,++,翻 fān ,zurück = 返 fǎn 
,fällen,伐 [伐] fá,,,
,das Farad,法拉 [法拉] fǎlā [Abk.: 法 [法] fǎ] [METR.],,,
,der Fan,粉丝 [粉絲] fěnsī [ugs.],,,烦 [煩] fán  Scherereien <> hooligans
,Mitgänger,迷 [迷] mí [SPORT],,,
das Essen,pan,饭 [飯] fàn [KULIN.],,盘 pán pan Pfanne,
das Mal,pan,番 [番] fān  zew.,,,翻 fān wenden 
das Vanadium,,钒 [釩] fán [CHEM.],,,
Gold,~sun/ zinn/ tin ?!?,金 jīn ☉,shine …,,斤 jīn = AXE / Pfund 1/2kg 丹 [丹] dān tan taint tin zinnoberrot 
angeberisch ,zurückhaltend WTF,矜 jīn,,,
that / by / office,zu/ se/ ce/ sûr/ syr,suǒ 所,zur+++,,
stre-ben …,*ban (fairn:do) being!,办 [辦] bàn,,分 fèn = Teiln,ban @ Akkad! <> fahrn tun
like … ?,route à,如 rú ,,??,
front first ,???,qián前,,,
anti/ un-/ im Gegenteil,fANTI! wend!  falsch,反 fǎn ,,,<> 半 bàn  班 bān
,faint/ fake/ fehl’/ falsch,非 [非] fēi,,,faint -> irrelevant
a’bun’dant,1/faint ~ pan/ viel,丰 fēng,pan,,<> 封 feng
fine!,fein,丰 fēng,,,
defame,pheme,诽 [誹] fěi,,,(blas)pheme [wort] ~ phon/ fame
,fett,肥 [肥] féi,,,肥 féi de
,weit,肥] féi ,,,
duftend / dürftig!,faint,菲 [菲] fěi ,,<> fan!,菲 fěi (faint smell) <> 斐 [斐] fěi fine fein
stilvoll,fine,斐 [斐] fěi,,丰 fēng,
,Wade / Ferse,腓] féi ,,,
dark red,firey,绯 [緋] fēi,,,fire -> fear/ fury
,Jade/ Jude/ Jew/ gem,yù玉,,,<> 非 fēike
,child,孩 hái,,,亥 hài 12th Erdzweige
,sea!,海 hǎi ,shai/ thai,水 shuǐ,舟zhōu : haigh sea ship      湿 shī wet   舟<> *maur: mar/ 母 mu!
,der Beißer/ der weiße shark!,大 白鲨 dà báishā,,,
,shark,鲨 shā,,,
wet,??,淋漓 línlí 流体 liútǐ,,,落汤鸡 [落湯雞] luòtāngjī nass wie ein Suppenhuhn
bad,horrible,坏 huài (ba),,[weak—],<>  kaputt/ Räuber/ übel! pfuibäh
blood,خون (xun) xanth- dimu@Akk.,血 xuè(n),,,xanth- yellow vs orange vs RED  hong vs huang
,Pfui!,呸 [呸] Pēi,,,
pair/ marry/ accompany,pair,配 [配] pèi 陪 péi,,,
repair,pay,赔 [賠] péi,,,
plenty,viel/ poly,沛 [沛] pèi,,,
der Ballon  ,<> *circle,气球 qìqiú,*qyrqyl kvrkvr,,
,Dialog,对话 duìhuà,,,
cold,chill/ kyro,淒 qī ,,,
EIS/ ICE,beiß buz@turk vs galacio,北 běi'an bing bei’as ,,,ghiaccio galacio glacée glacier glace lac лед led jalid++ 凉 涼 liáng   الثلج     ج ل ث ل اal phthandzι
,30,卅 ,,,
,sausen  ,飒 [颯] sà ,𓍿,,sough
let lose,𓍿,撒 [撒] sā,,,saat/start!
seed/throw/streu/send,saat!,撒 [撒] sǎ,,,洒 [灑] sǎ gießa
game,,赛 ,,,
,ZU!,塞 [塞] sài,,,
keil/cone/squeeze,,塞 [塞] sài,,,
Kieme,--,鳃 [鰓] sāi, ,,
cheek,,腮 [腮] sāi[k],,,
rain/sun-shade,Schirm,伞 [傘] sǎn,,扇 shàn,
,3,三 [叁] sān,,,
send lose,,散 [散] sàn,𓍿!,,
voice,🎜,嗓 [嗓] sǎng,,,
hals,?,嗓 [嗓] sǎng,,,
Trauer,song!,丧 [喪] sāng,,颂 sòng/ 唱 chàng!,嗓
, ,Stirn,,颡 [顙] sǎng ,
saubern,,扫 [掃] sǎo,,,
scratch,𓃟,搔 [搔] sāo/缫 [繅] sāo/,, ,瘙 [瘙] sào
raudi/riot,𓃟!!,骚 [騷] sāo ,,,
shame,𓃟,臊 [臊] sào,,,
shy++,𓃟?,臊 [臊] sào,,,
sour smell,𓃟,臊 [臊] sào,,,
?,?,骚 [騷] sāo,,,
Hammelgeruch,wth,膻 [膻] shān,,,
,Zitter,瑟 [瑟] sè,,,
Cäsium,,铯 [銫] sè [CHEM.], , ,
,?,啬 [嗇] sè,,,
herb,saur--,涩 [澀] sè ,,沙shā?,
,sand,沙/砂  shā,,,Sahara?
sandy-voice,,, ,嗄 [嗄] shà,
sky-scraper,,厦 [廈] shà,,升,
moment,Zeit,霎 [霎] shà,,,
,shark,鲨 [鯊] shā,,杀害 shāhài=kill,
kill!,assassa,杀 [殺] shā,,*shai 死 sǐ cease cede,
stop/check/𓋴halt,,刹 [剎] shā,,,
,scharecklick,煞 [煞] shà,,,
Garn,丝🐑,,, ,纱 [紗] shā
suck,saugen🐑𓃟, 歃 [歃] shà ,,,
,schandeln🐑𓃟,刹,,,刹​风景 [剎​風景] shā fēngjǐng 
dumb,schafisch🐑,傻 [傻] shǎ,,,
what?,shui/shenme/quoi🐑?,啥 [啥] sha,,,
sieve,sieben,筛 [篩] shāi,,,
Shine 🌣,🌣 shine,晒 [晒] shà,,,
color,🌣 shine shade++ ,色 [色] shǎi 色  sè ,🌣,色 shǎin 彩cǎi 生sein?,ranGe?
sparkle,🌣 shine,闪 [閃] shǎn,🌣,, 闪电 shǎn-diàn thunder&🗲  𓋹&𓋹  电 点diǎn
shun = avoid 🌣 ,shun!,闪 [閃] shǎn,🌣,🌣 伞 sǎn 苫 shàn,shun=duck 𓅬 𓅭 惶 huáng angst
fan,sun-shade,扇 [扇] shàn,🌣,伞 sǎn,
,Schanze (saint),山 [山] shān ,𓈉 ,🌣 山 ∑ Zahn 三 sān ,Senke 山沟 shuǐgōu  进口 jìnkǒu Kuhle Gully gorge 谷 gǔ 沟gōu    深谷  shēngǔ  Senke 峡谷 xiágǔ 
Saint goat,Ziege αἴγει,山羊 shānyáng,𓃶𓃙 ,𓋹 𓋩 chain,
,Senke,山沟 shuǐgōu,,,
,Senke,深谷  shēngǔ,,,
,Senke,进口 jìnkǒu ,,,
,Senke,峡谷 xiágǔ ,,,
(climb)up,山/?,上 [上] shàng,,,
reward,schenk,赏 [賞] shǎng,,尚,
enjoy,schenk,赏 [賞] shǎng,,,
Shine / hoch-schätzen,🌣 上 ,尚 [尚] shàng,,,
change,change,嬗 [嬗] shàn,,,骟 删 shān 
exchange/deal,change,尚 [尚] Shàng,,赏,merChand
entropy,change,熵 [熵] shāng,,,
still/noch,schon/no-change,尚 [尚] shàng,,,
ohrfeigen,schänden,扇​耳光 shān ěrguāng,,,'schallernd' 声 shēng
Schaden:wound...,schänden,伤 [傷] shāng, ,,
shame/mock,schand,讪 [訕] shàn,,,
ashamed,Shun shy,讪 [訕] shàn 臊 sào,,,
dress,^^shame,衣裳 [衣裳] yīshang,,𓋹,
cover/mat,SHUN™,苫 [苫] shàn,,伞 sǎn,
,Schüchtern,羞涩 xiūsè 羞怯 xiūqiè,,面嫩 miànnèn meiden,
,Schüchtern,怯声 怯气 qièshēng-qièqì ,,怕生 pàshēng passiv , ne pas 𓆓𓄓 舌 shé
tongue,Zunge,舌 shé[ng] ,,⚕𓄓,schnacken@nacken  [t]Ong 𓆓s'langue
shnaka,Schlange,蛇 shé[ng],,⚕𓆓𓆑, 蛇 shé Cer:Kur 社 Erdgott
gift ⚕ give,geSchenk!,赠 shé[ng] / zeng,,⚕,schön schenk sank 身 give gabe Körper
sane geSund,sankht sanft ,身体 shēntǐ,,𓋴 𓈖𓃀  𓏜    ⚚ ⚕!!,Shaman ⚕!!  MediShen MediZin medicine << medeor = heal @ meteor
Körper,,身 shēn,,,
,Schnitt,身 shēn,,,更 甚 gēng shèn  noch mehr
house,shed,舍 [舍] shè,,,
society/club...,^^ house/body,社 shè,,,会 huì / 团体 tuántǐ
stand,-,设 [設] shè,,,
shoot/shed,schieß/stoß,射 [射] shè,,,
shoot(foto),,, ,摄 [攝] shè ,
,set(up)/gen-,设 [設] shè,,,
remit?,?,涉 [涉] shè,,,shank=schacht
Oxe,Ochse,麝 [O]shè,,,
shy,scheuch,慑 [懾] shè, 惧jù 焦急jiāo ,,
si…/if …,sei …,设 [設] shè,,,
 ,schön,奢 [奢] shē ,,,
 lux,schenk,奢 [奢] shē ,,,
,Tanne,杉 [杉] shān ,,,
Spitze,,梢 [梢] shāo,,杉,
,Schaufel++,, ,,
burn,char/zünd,烧 [燒] shāo,,火 𓋴huǒ,chaud/s'hot
,schön,韶 [韶] sháo,,少,
young,,少 [少] shǎo,,小 xiǎo,韶 sháo schön jeun shǎo.lad = child
small,,少 [少] shǎo,,小 ,
little,少 small/shy,稍 [稍] shāo,,,
*,shout,哨 [哨] shào,,,
,Zaun,栅 shān 栅栏 zhàlán ,,,
dinner,Essen-,晌 [晌] shǎng,𓋹,𓋹,diana:dinner
,Essen,膳 [膳] shàn,,,<> 声 shēng sound?
,schnacken,赡 [贍] shàn,𓆓,,
change,,嬗 [嬗] shàn,,,骟 [騸] shàn sterilize --
improve,change,删 [刪] shān ,,,
good,𓋹 schön,善 [善] shàn,,,generous
forbidden,saint,擅 [擅] shàn,,,
, ,,schüren,煽 ,
sparkle,🌣 shine,闪 [閃] shǎn,,,
Being/Life,Sein,生 [生] shēng,𓋹 单 [單] Shàn,,
saint/holy,sankt,圣 shèng,𓋹,神,
brute:Vieh<>vie!,𓃶,牲 [牲] shēng,,,
,das Ansehen ,声 [聲] shēng,,,
new...,jeun,生 [生] shēng,,,
bear,gen!,生 [生] shēng,,,
grow,steign,升 [升] shēng,,胜神,
Mast setzen,ziehen,升 [升] shēng,,,
,siegen,胜 [勝] shèng,,,
sound,sing...,声 [聲] shēng,,,Stimme/Schall/Ton
string/cord/,Senkel/Schnur/Seil/Strick,绳 [繩] shéng,𓍶,,leash/lead/line / rope/tether 
save,-,省 [省] shěng,,,schenken?
Ghost,Scheini/Genie/Jin,神 [神] shén ,,,
Holy Ghost:GOD𓃶!,Sheini/Genie/Jin,神 [神] ,,,
#10,[0...9],申 [申] Shēn,,,
body,cen.ter or.gan,身 [身] shēn,,,
deep,ocean,深 [深] shēn,,,
late,schon,深 [深] shēn,,,
sehr,schon/schön,甚 [甚] shèn,,,
careful/exact/acht.sam,schön,慎 [慎] shèn,,,
?,quest.shen,什 [什] shén,,,什么 me/ma?
eng,,深 [深] shēn,,,
pregnant,man-gen,妊娠 rènshēn,,pre.gen.ante,
jammer,?,呻吟 shēnyín,,,
city,,市 shì,,,shield? circle cyr to-wards: xiàng向 🏠 shàng尚 noble
shop,,市 shì ,,U23  𓍋    ,<> ciosk
,Zimmer,室 [室] shì,,,
style,der Stil,式 [式] shìi, ,,
ten,"10 zehn shín, shen",十 [十] shí,,,时!
time/hour,Zeit,时 [時] shí,,,
aera,🌣,寿 [壽] shòu,,,
area,🌣 'Schicht',世 [世] shì,,,
generation,gin,世 [世] shì,,,
family,gen/kin/cin,氏 [氏] shì ,,,
Fall,Genus,事 [事] shì,,,<> shu
work/thing,Schicht,事 [事] shì,,,
start,-,始 [始] shǐ,,,
history,GeSchicht,事 shì  史 shǐ,,,历史 lìsh
poetry,poeSie,诗 [詩] shī ,schoen ,,
sur-name,Sir-name,氏 shì, ,𓊃𓀀 S+er = Sir,
messenger,schick/send,使 [使] shǐ,,,
situation,,势 [勢] shì,,,
strenght,,势 [勢] shì,,,
style,Stil,式 [式] shì,,,
,Schwur,誓 [誓] shì,,,
decor,schick/schmuck/zier,饰 [飾] shì,,,
see,sehen/schauen,视 [視] shì,,,
show,zeig<>see,示 [示] shì,,视 shì,
know,shir,识 [識] shí,,,熟 [熟] shú
,beschäftigen,事 [事] shì ,,,
Knowing,Schüler,士 [士] shì ,,,
stone,Schiefer,石 [石] shí[n],,,
studied,schooled,士 [士] shì ,,,
,soldier,士 [士] shì ,,,
swear,schwören,誓 [誓] shì,,,
,Stich,螫 [螫] shì,,,
arrow,Schieß,矢 [矢] shǐ ,,,
shit,Schiss,屎 shǐ,,尸<> si : die 4,
dark,,蚀 [蝕] shí,,𓐍 cic kak 柿 [柿] shì [BOT.] Kaki / 食 [食] 𓐍 shí eclipse 𓐍 蚀 [蝕] shí  ,
die,sterben,逝 [逝] shì,,死 sǐ , 
corpse,^^,尸 [屍] shī,,,
,(be)seitigen,释 [釋] shì,,,
wet,,湿 [溼] shī,,屎 shǐ,shit-weather schiffen
pleasir,schön,适 [適] shì,,,
lion,shirkan,狮 [獅] shī,,,
be (on scale),stehen,是 shì,,,
be,Sein,是 shì,,,
solid,Seiend,实 [實] shí,,,
send,schicken,使 [使] shǐ ,,,
make serve,𓋴 cause!,使 [使] shǐ ,,,
use,serve?,使 [使] shǐ,,,
serve,-,事 [事] shì,,,
eat,esse,食 [食] shí / ,, ,噬 [噬] shì 
sting,sting/bite,螫 [螫] shì [MED.], ,,sTin
steer,,驶 [駛] shǐ,,,maChine?
,süchtig,嗜 [嗜] shì,,,
,stützen,恃 [恃] shì,,,
,wischi,拭 [拭] shì,,,
lick,lutschi,舐 [舐] shì,,,
test,teshi,,,,
signs ,signs Ziffern Zeichen,字 zì,,,文 wan zì : Warn Zeichen
script/ book,Schrift/ scryt,书 [書] shū,,,
stone,Schieffer Stein,石 shí ,,O39 Stein     𓊌 ,<> chert!
head,shoulders,首 shǒu’d,,,rascheln👂rasho <> rational
head,Schopf,首 [首] shǒu,,,
hand,cheir,手 [手] shǒu,,,
animal,Sau,兽 [獸] shòu,,,ἄγρι wild
chase,,狩 [狩] shòu,,,
accept,手首,收 [收] shōu,,,
cover,Schutz 手首,守 [守] shǒu,,,
re.ceive,手,受 [受] shòu,,,
sell,手 short,售 [售] shòu, ,,
give,手 sell,授 [授] shòu,,,
meagre,schwach,瘦 [瘦] shòu,,,
eng,short,瘦 [瘦] shòu,,,
,say,说 [說] shuō,,𓆓𓂧/𓊥,𓐍𓂋𓊤 cuir cry
,say 说,抒 [抒] shū,,,
(per)suade,say,说 [說] shuì,,,
lead,show/say/guide,率 [率] shuài,,说,
,chief,帅 [帥] shuài,,说,
order,say,署 [署] shǔ,,说,
count,Σ sum,数 [數] shǔ[m],,,
number,Σ Zahl,数 [數] shù[m],,,
sundry,ΣΣ souvant,庶 [庶] shù*,,,
digit,Σ Ziffer,数 [數] shù[m],,,
vertical,sunk/Senkrecht,竖 [豎] shù[nk],,,
little,shun,疏 [疏] shū[n],,,
through,-,熟 [熟] shú,,,
known,*shi,熟 [熟] shú,,,识 [識] shí
tree,Esche,树 [樹] shù,𓇗,mushu 朱 Zhū,𓅱𓂝𓈖𓆭/𓏠𓏌𓏌𓏌𓆭 
tree,yew/ juniper/ Jujube,树shù 株 zhū,,,𓆭 junIPER->conifer fir <> arbra <> hebrew 
twin/double,zwein,双 [雙] shuāng,𓌢 ßwn,,
water,sea,水 [水] shuǐ,,,
tax,Steuer 水,税 [稅] shuì[r],,,
sleep,,睡 [睡] shuì[p],,,
,shining,爽 [爽] shuǎng,,,
dawn,🌣,曙 [曙] shǔ[n],,,
warmth,🌣charm,暑 [暑] shǔ[m],,,
old private school,school,塾 [塾] shú[l],,,
,genus-,属 [屬] shǔ[n],,,
Hirse/millet,𓇓,黍 [黍] shǔ,𓇔𓇗,粟sù 出chū~手 草,
,Amt?-,署 [署] shǔ[t],,,
Maus,*maoshu,鼠 [鼠] shǔ,,,
,'Sir!',叔 [叔] shū[r],,,
sponge,Schwamm,刷 [刷] shuā,,,
game,jouer/jeux,耍 [耍] shuǎ,,,
trick,schummel,耍 [耍] shuǎ,,,
juggle,jonglier,耍 [耍] shuǎ,,,
pale,schwach,刷 [刷] shuà,,,
weak,schwach,衰 [衰] shuāi,,,
wane,swind,衰 [衰] shuāi,,,
schuettel,shake,甩 [甩] shuǎi ,,,
schwenk,sway,甩 [甩] shuǎi,,,
,swing,甩 [甩] shuǎi ,,,
throw,schmeiß,摔 [摔] shuāi,,,
bold,𓊃Σ,闩 [閂] shuān,𓊃,,
bind,𓊃Σ,拴 [拴] shuān,𓊃,,
book,𓊃Σ,书 [書] shū,,,
write/hand,Schrift,书 [書] shū,,,
Bund,𓊃Σ skein,束 [束] shù,,,
comb,Σ,梳 [梳] shū,,,
sum/zählen,Σ,算 [算] suàn,,,
suck,saugn,吮 [吮] shǔn ,,,
order(ly),schön-,顺 [順] shùn,,,
follow,--shun,顺 [順] shùn,,,
,say,说 [說] shuō,,𓆓𓂧/𓊥,𓐍𓂋𓊤 cuir cry
shining,,烁 [爍] shuò,,,
1. of month,shine🌕,,,,
giant,🌕,硕 [碩] shuò,,,
six 666,Sichel,巳 sì,,☾𓇹☽⽉,
death,die! Exitus Sichel,死 sǐ ,δi,,sick/siechend/ ob-sequi 祀 [祀] sì Opfer
Seide,silk,丝 sī,,,
think,,思 [思] sī,sir,,
observe/wait,see,司 sī,,,
it appears,seams/simil,似 sì,,,
section,,司 sī,,,四 sì  4 
closter,?,寺 [寺] sì ,,,mosque=mosi museum?
secret,sicher,私 [私] sī,,,
Kerl,sir-,厮 [廝] sī, ,,
,zer-ziehen,撕 [撕] sī,,,
steif/starr,-,死 [死] sǐ,,,
wiehern,🎝-,嘶 [嘶] sī ,,,
hoarse,,嘶 [嘶] sī,,,
wait,--,俟 [俟] sì ,,,
feed,--,饲 [飼] sì, ,,
this/these,ce,斯 [斯] sī,,,
cunifer,-,松 ,,,
Ode,song! 🎝,颂 [頌] sòng  ,,唱 chàng,šìr/(s)ének@sumer/cegamag/srod@pers/song@kurd/ⲁⲥⲙⲁ/canzone/ghanna/ngiynah/ᾠδή/ὕμν/massa/zimrath
declaim,song 🎝,诵 [誦] sòng,,,
praise,song 🎝,颂 [頌] sòng,,,ϫⲓⲛϩⲱⲥ
raise,🌅,耸 [聳] sǒng,,,vs 🌅 sunk 𓊵 绥 竖 shù 疏 shū 损 sǔn
loosen,𓍿,松 [鬆] sōng,,𓍿 vs 𓊃 syn, sag/slack/schlaff- vs song@kurd𓊃
schenken,,,,,
send,schicken ,送 [送] sòng,,,
,sue,讼 [訟] sòng,,,
,schrecken🎝,怂 [慫] sǒng ,,,
search,such,搜 [搜] sōu,,,
,sausend  ,飕 [颼] sōu,,,
ship/shuttle,,​艘​ sōu ,,,
 ,sauern,馊 [餿] sōu ,,,
sour,sauern,酸 [酸] suān,,,pain/ huángguā 黄瓜 %-Gurke
knobi,--,蒜 [蒜] suàn ,,,
Gemüse,soup--,蔌 [蔌] sù,,草cǎo,
Hirse/millet,𓇓,黍 [黍] shǔ,𓇓𓇔𓇗,粟sù 出chū~手,草cǎo 卉hui
Hirse/millet,𓇓,粟 [粟] sù,𓇓𓇔𓇗,黍 shǔ 出chū~手,草cǎo 卉hui 茶chá  西xī vs 粟 𓇔!
tree,bush*,树 shù,𓇗 ,,
stromaufwärts ,,溯 [溯],,粟 𓇔,
schnell,*schwind,速 [速] sù,,,
shape,,塑 [塑] sù,,𓆣,𓐍𓊪𓂋𓅱𓏛𓏥  Körper! 
inform...,SAY,诉 [訴] sù,,说,an-schuldigen
re-surrect,,苏 [蘇] sū,,,con-scious <> scire:sir
schlicht,,素 [素] sù,,,
solemn,,肃 [肅] sù,,,silent
sowjet,SU,苏 [蘇] Sū ,,,
crisp,--,酥 [酥] sū,,,
custom,--,俗 [俗] sú,,,
years of life,𓇳 Zeit,岁 [歲] suì ,,,
,die Shui,水族 [,,,
,Splitter,碎 [碎] suì,,,
Signalfeuer,signal,燧 [燧] suì ,,,
evil spirit,jin,祟 [祟] suì ,,,
Ähre/Bommel,𓇓𓇔,穗 [穗] suì,,shǔ,
follow,suite,随 [隨] suí,,,
come-true,suite/sweet dreams,遂 [遂] suì,,,
zer-brechen,zer--,碎 [碎] suì,,,
though sei,zwar,虽 [雖] suī,,,
𓊵,sänft,绥,,𓋴𓊵𓏏𓊪,竖 shù 疏 shū 损 sǔn
lessen,schaden,损 [損] sǔn,,,
grandson,Sohn,孙 [孫] Sūn,,,
Zapfen,cone?,榫 [榫] sǔn ,,,
Bambussprosse,shootn--,笋 [筍] sǔn,,,
,Seil/Strick/Tau,索 [索] suǒ,𓍿,,
lock,Schloss,锁 [鎖] suǒ,,𓊃,
house/office,Sitz/Stelle,所 [所] suǒ,𓊨,,
shuttle,,梭 [梭] suō ,,,
umständlich  ,--,,,,
not-,mano ¬ mo-,没 [沒] méi,𓂜 ,枚 méi = mini 𓅱,没​人 méirén niemand vs 每​人 měirén jemand  
je,𓁹make 𓂋 𓏠𓂣,每 [每] měi,meje,,𓏠Menge ...
Medium,media,媒 [媒] méi,,,
Zew. für kleine Dinge,Micro / mini 𓅱 vs magno,枚 [枚] méi,,, <> 𓏠𓈖 Menge  
Zew. für Marken,mark,枚 [枚] méi  ,,,
Zew. für Münzen,münz,枚 [枚] méi ,,,Medaille 
coal,chemie/khem,煤 [煤] méi ,,, 霉 méi [BIOL.] der Kahm  
Schimmel  ,,霉 [霉] méi,,,
Enzyme,,酶 [黴] méi ,,,
Magnesium,,镁 [鎂] měi ,,,
Moder,,霉 [霉] méi,,,
Anmut,,美 [美] měi,,,
young sis,magd,妹 [妹] mèi,,,
Dämon,dei'mon,魅 [魅] mèi,,,
Europa & Amerika,EU+aMei,欧​美 [歐​美] Ōu Měi ,,玫 [玫] méi   - 见​玫瑰 [見​玫瑰] jiàn méiguī,
Zew. für Blätter,Menge^^,枚 [枚] méi  zew. [BOT.],,<> 木 mù 🌲?,
Mume-Pflaume   ,,梅梅 méiméi,,,
berry,*MaiBeere,莓 [莓] méi ,,,
Ufer,?,湄 [湄] méi ,,,
Mei   - Familienname,,梅 [梅] Méi,,,
low/little,base,卑 bēi,,,
,base,卑鄙  bēibǐ ,,,
Sand/Strand/Stand,,摊 tān,,,
Krebs,Sartan סרטן,蟹肉 xièròu,,,
sun-rise,raysen,日出 rìchū,,,
[small round things],kernel ker<kar!,颗 kē ,,,
[tornister shaped],ton ,条 tiáo,,,
Auge eye,mouge moyan eyen,目 mù   眸 móu 眼yǎn 芽yá,,,≠  耳 ěr ear     <?> 明 míng bling?
Augenbrauen,,眉 [眉] méi,,,
looks ,moy! 𓁹 ,貌 mào    ,,,
face!,[ Eye / mind ],面 miàn,,,
𓁹¬ blind,moy-not 𓁹¬ ,盲 máng,𓁹𓐍,美 měi,moy! 𓁹 没 ney!  莽 mǎng blurry ~ blind
etw. ins Auge bekommen,目 mù + mais = ‘Gerstenkorn’,眯 mí     ,,,
messen, sehen,目测 mùcè 目击 mùjī  目视 mùshì,,,
mau, rau,麻 má ,,,
mean,mean,蛮 mán 曼 màn,,民 mín,Maden!  虫 蛮 mad/mean  骂 mà (fluchen)
mean,Gemein, mean, manglig,莽 mǎng  猛 měng,
curtain,Gemenge ~ Gewand???,幔 màn,𓋳 /𓏠 𓈖 𓐍 𓏏 𓋳,瞒 mán mindful, hidden  谩 mán → m
tits 𓏏𓏏 头,mammal tits,馒头 mántou ,,,
,Mus Gemüse,芼 mào ,,,
虫,Maden 虫 蛮 mad/mean,蟊 máo 鳗 mán 螨 mǎn,虫,,
hair, beard,Mauser Mähne! ,毛 máo, 芒 máng,𓋳 𓅓 麻 Má: hem
mango,Mango,芒 máng,,芒 'hairy’ Granne,
rank, grow,meander wander,蔓 màn 蔓 wàn,,
hat,Mütze  ,帽 mào,𓋳,毛 máo,
looks 𓁹¬ blind,moy! 𓁹 ,貌 mào    盲 máng,𓁹𓐍,美 měi,moy! 𓁹 没 ney!  莽 mǎng blurry ~ blind
Merchant: trade,Mark $$$,贸 mào  买mǎi 卖mài,$,“毛  máo”,
wheat,Mais mwheat,麦  mài  ,,,
yak,'Muh’,牦 [犛] máo ,,,
