№ 	English 	Duala clearly PIE vocab		Fang 	Punu 	Lingala 	Kikumu 	Kikuyu 	Sukuma 	Zaramo 	Swahili 	Kongo 	Kituba 	Kimbundu																																																										
79	fingernail 	olunjala, apapio 		ipato, onyala 		nzara 			nala 	lenala 	uzipho 	uzipho 	lú-galo 																																																											
80	foot 			omadi 	ombaze 	tsoka 	lihutu 		leoto, lwaô 	leoto 	unyawo 	unyawo 	lú-nyawo 																																																											
81	leg 			okurou, okuulu 		gumbo 	numbu (calf) 		moômo 	moomo 	umlenze 	umlenze 	um-lente 																																																											
82	knee 	ongolo 		ongolo 		ibvi 	mbumba (knee cap) 		khuru, lengwêlê, letôlô 	lengole 	idolo 	idolo 	lí-dvolo 																																																											
83	hand 			oma, eke, okwooko 		ruoko 	lizoho 		letsôgô 	letsoho 	isandla 	isandla 	s-ándla 																																																											
84	wing 					bapiro 	lifufa 		lefêgô, phuka 	lepheo 	iphiko 	iphiko 																																																												
85	belly 			omaiaia, edimo, epunga 		dumbu 	mba 		lešôrô, mogôdu, mpa 	mpa 	isisu 	isisu 																																																												
86	guts 	esiaka, ovala 				ura, matumbu 			dikatêng, mala 	dikahare 	ithumbu 	ithumbu 																																																												
87	neck 			ofingo 	osengo 	mutsipa, huro (throat) 	likoshi 		molala, thamo (throat) 	molala 	intamo, umqala (throat) 	intamo, umqala (throat) 	ín-tsamo 																																																											
88	back 			ombuda, moipafi 		musana 	mongo, mukokoto 		mokôkôtlô 	mokokotlo 	umhlane 	umhlana 	um-hlaná 																																																											
89	breast 			omavele (breast), onhulo (chest) 		zamu (breast), chifuva (chest) 	lizwele (breast, udder), –olo [nolo] (teat), sifuba (chest), syn. mbando 		letswêlê (breast), sehuba (chest) 	letswele (breast), sefuba (chest) 	ibele (breast), isifuba (chest) 	ibele (breast), isifuba (chest) 																																																												
90	heart 			omutima 	omutima 	moyo 	pilu 		pelo 	pelo 	inhliziyo 	intliziyo 	ín-hlitíyo 																																																											
91	liver 					chitaka 	sibiti 		sebete 	sebete 	isibindi 	isibindi 																																																												
92	to drink 			okunwa 	-nwa -nwa 	nwa 	nwa 	nwa -phuza 	ukusela, -sela, -phunga 	kú-natsa 																																																														
93	to eat 	oku timbula, oku lia 		okulya 		kudya, -dya -lya, -ca 	ja 	ja 	ja -dla -tya 																																																															
94	to bite 	oku cakita, oku kanya 			-ruma -luma 		loma 	loma -luma -luma 																																																																
95	to suck 				-sveta -muma, -mumuna, -anya, -zwepa 		monya 	monya -munca, -ncela, -munya -munca 																																																																
96	to spit 				-pfira -kwa 		tshwa 	tshwela -phimisa -the 																																																																
97	to vomit 			kunga 	-rutsa -taza 		hlatša 	hlatsa -phalaza -hlanza 																																																																
98	to blow 	oku fela, oku pepela 			-furidza -futa, -fufula, -fuzela 		foka, tšubutla 	fefola -vunguza -bhudla, -vuthuza 																																																																
99	to breathe 	oku fuimma 			-fema -buyela, -foma (to puff) 		phefomola 	phefumoloha -phefumula -phefumla 																																																																
100	to laugh 			yola 	-seka -seha, -sheka 		sêga 	tsheha -hleka -hleka 	kú-hleka 																																																															
101	to see 	oku tala, oku mõla 		mona 	-ona -bona 	bona 	bôna 	bona -bona -bona, -buka 	kú-fúna 																																																															
102	to hear 	oku yevelela, oku yeva 		udako 	-nzwa -utwa 		kwa, utlwa 	utlwa -zwa -va 																																																																
103	to know 			shiiva 	-ziva -ziba 	itse 	tseba 	tseba -azi -azi 	kw-áti 																																																															
104	to think 			dilaadila 	-funga -nahana, -fumba 	akanya 	nagana 	nahana -cabanga -cinga 	ku-cábanga 																																																															
105	to smell 	oku neha, oku leha, oku lehisa 			-nhuwidza -lupa, -yuya 		fofonêla 	fofonela -nuka -nuka 	kú-nuka 																																																															
106	to fear 			tila 	-tya -eila, -saba 		tšhabô 	tshaba -esaba, -saba -oyika 																																																																
107	to sleep 			okukofa 	-rara -lala, -onda 	robala, robetse (sleep, slept) 	rôbala 	robala -lala -lala 	kú-lála 																																																															
108	to live 			oho kala peni (where do you live) 	-rarama -pila, -yoya 		phela 	phela -phila -phila 	kú-phila 																																																															
109	to die 	oku fa 		okufya 	-fa -fa, -shwa 		hwa 	shwa -fa -fa 																																																																
110	to kill 				-uraya -bulaya 		bolaya 	bolaya -bulala, -fisa -bulala 																																																																
111	to fight 				-rwa -lwa 		lwa 	lwana -lwa 	lwa 																																																															
112	to hunt 			konga 	-vhima -zuma 		tsoma 	tsoma -zingela -zingela 	kú-tingéla 																																																															
113	to hit 	oku veta, oku sova, oku tuna 		denga 	-rova, -bhura -kola 		bêtha, betša, rwa, tia 	bata, betsa, otla, shapa -betha, -gadla, -shaya -betha 																																																																
114	to cut 				-cheka, -kuma -ceka, -batula 		bêtla, tswia, seta (carve) 	phoma, seha, seta (carve) -sika, -nquma -sika 	kú-síka 																																																															
115	to split 				-dambura -pawla 		farola, fatokanya 	arohana, arola, petsoha -dabula -krazuka, -tyanda 																																																																
116	to stab 				-baya, -junga -kwaza, -taba 		hlaba 	hlaba -gwaza -gwaza, -hlaba 																																																																
117	to scratch 				-kwenya, -kwara -falula, -–walaula [nwalaula], -–waya [nwaya], -conkola 		ngwapa, ngwara 	ngwapa -klwebha -phanda 																																																																
118	to dig 	oku fëla, oku sokotola 			-chera, -tukumbam -yepa, -lafa, -pumbula, -shitula 		êpa, nyafa 	epa, tjheka -mba -grumba 	kú-mba 																																																															
119	to swim 	oku yua, oku litasa, oku liteva 			-shambira -cimbama, -fuumuka, -puwana 		sêsa, tunta 	sesa -bhukuda, -hlamba -dada 	kú-hlamba 																																																															
120	to fly 			odi 	-mbururuka -fufa, -lamuka, -lenda 		fofa, ntši 	fofa -ndiza -bhabha 	kú-ndiza 																																																															
121	to walk 			enda 	-famba -enda, -ela, -zamaya 	tsamaya 	sepela, tsamaya 	tsamaya -hamba -hamba 	kú-ya (going) 	ya (going)																																																														
122	to come 			uya, ila, di 	-uya -ta, -taha 	la 	tla 	tla -za -za 	kú-ta 																																																															
123	to lie (bed) 			nangala 	-garira (ambush), -zorora (rest) -lapalala, -lapama, -patama 		awêla, phomola (rest) 	botha, lala, phomola (rest) -lala (lie down, sleep), -cambalala (be lying down) -xoka 																																																																
124	to sit 			kala omutumba (sit down) 	-gara -ikala, -ina, -itulela, -njotomana 		itulêla 	dula -hlala (sit down), -hleli, -hlezi (be sitting, be seated) -hlala 																																																																
125	to stand 			fikama 	-sumuka, -simuka, -mira -yema 		êma 	ema -sukuma (stand up), -ma (be standing) -ma 																																																																
126	to turn 			ngolyoka 	-pota -futula, -heta, -pindhmuka, -pindula (to turn up) 	fapogele 	hlabologa 	reteleha -jika, -guquka, -phenduka -jika 	kú-jika 																																																															
127	to fall 				-wa, -donha -wa 	letlhafula 	wa 	wa -wa -wa 	kú-wa 																																																															
128	to give 	oku avela, oku eca 		yandya, pa, eta 	-pa -fa 		fa 	fa -nika, -nikeza, -pha -pha 	kú-níka 																																																															
129	to hold 				-bata, -pfunda -ama, -bamba, -manja, -fanata, -kamata, -swala 		swara 	tshwara -phatha, -bamba -bamba 																																																																
130	to squeeze 				-dvinya -cubela, -hamula, -ngunganya 		pitlêla 	tlhotla -cindezela -bandezela, -foca 																																																																
131	to rub 				-kwiza -bukusha, -huta, -kwaka, -pikita, -sasa, -sindula, -tiinya 		pikitla 	pikitla -hlikihla -dyobha, - gudla 																																																																
132	to wash 	oku yua 			-geza -tapa, -tapisa 		hlape 	hlatswa -geza, -hlamba -coca, -hlamba 	kú-geza 																																																															
133	to wipe 				-pukuta -komba, -pyemula, -takula, -taula (< Eng) 		hlakola 	hlakola -sula -sula 																																																																
134	to pull 				-zvuva, -dhonza -hoha, -kakutula, -koka, -kula, -omba 		gôga, hlahla 	hula, tosola -donsa -dontsa, -tsala 	kú-dvonsa 																																																															
135	to push 				-sunda, -sandidzira -kandula, -kasha, -kuba, -sunda, -susumeza, -suta, -yuna 		sukumêtša 	susumetsa -sunduza -dudula 																																																																
136	to throw 				-kanda -bita, -nganda, -pafweka, -posa, -pundula, -sunya, -yumba 		akga, phôša 	akga -phosa -gibisa, -jula, -phosa 	kú-phonsa 																																																															
137	to tie 			otai 	-sunga -bopa, -funga, -manga, -talinga, -tama 		bôfa, tlama 	fasa, tlama, tsala -bopha -bopha 																																																																
138	to sew 				-sona -luka, -ngosoha, -ngunda, -nungahanya 		roka 	roka -thunga -thunga 	kú-tfúnga 																																																															
139	to count 				-verenga, -rava -bala 		bala 	bala -bala -bala 	kú-bala 																																																															
140	to say 			tya, ti 	-taura, -ti -bulela, -ize, -li 	re 	bolêla, re 	bolela, re, tjho -thi -thi, -tsho 																																																																
141	to sing 	oku imba, oku sivaya 		imba, okwiimba 	-imba -opela 		êpêla 	bina, tsanyaola -cula, -hlabelela, -huba -cula 	ku-hlábela 																																																															
142	to play 			danauka 	-tamba -bapala, -beba, -lela, -liza (on musical instrument) 		bapala 	bapala -dlala -dlala 	kú-dlála 																																																															
143	to float 				-papama -cimbeka, -kuka, -kupuka, -yenduka 		kôkôbala, phaphamala 	phaphamala, sesa -ntaza -bhabhazela 	kú-ntanta 																																																															
144	to flow 				-erera -buba, -coomoka, -keleketa, -kokomba 		êla 	phalla -gobhoza 																																																																
145	to freeze 	oku kakula kuombambi 			-gwamba, -tonhodza -anda 			-nquma (solidify), -qanda (be freezing cold) -nquma (congeal), -tshaza (be frostbitten) 																																																																
146	to swell 				-zvimba -kukumuha, -luluha, -lusa, -tumba, -tunduluka 		ruruga 	ruruha -vuvukala -dumba 																																																																
147	sun 			etango 	yuva 	zuva 	lizazi 		letšatši 	letsatsi 	ilanga 	ilanga 	lí-langa 																																																											
148	moon 					jenaguru, mwedzi (month) 	kweli 		kgwêdi 	kgwedi 	inyanga 	inyanga 	í-nyangá 																																																											
149	star 					nyeredzi 	naleli 		nalêdi 	naledi 	imbasa, inkanyezi 	inkwenkwezi 	ín-khanyéti 																																																											
150	water 			omeva, omeya 	omeva, iva 	mvura 	mezi 	mêtsi 	mêêtse 	metsi 	amanzi 	amanzi 																																																												
151	rain 			odula 		kunaya 	mbula 		pula 	pula 	imvula 	imvula 	lí-tulu 																																																											
152	river 			omulonga 		rwizi 	nuka 		noka 	noka 	umfula 	umlambo 	um-fula 																																																											
153	lake 			etale 		dziva 	lisa 		letsha 	letsha 	ichibi 	ichibi 	lí-chibí 																																																											
154	sea 					gungwa, nyanza (ocean) 	liwatata 		lewatlê 	lewatle 	ulwandle 	ulwandle 																																																												
155	salt 			omongwa 		munyu 	mungwa, njee, lizwai (sea-salt) 		letswai 	letswai 	itswayi, usawoti 	ityuwa 	lú-tswáyi 																																																											
156	stone 					ibwe 	licwe 		lentswê 	lejwe 	itshe 	ilitye 	lí-tje 																																																											
157	sand 					jecha 	lisheke, lishabati 		lehlabathe 	lehlabathe 	isihlabathi 	isanti 																																																												
158	dust 					huruva 	liluli 		lerole 	lerole 	uthuli 	uthuli 																																																												
159	earth 					ivhu, pasi 	lifasi 	lefatshe 	mobu, lefase 	mobu, lefatshe 	inhlabathi, umhlaba 	umthonyama, ihlabathi 																																																												
160	cloud 	alende, ombundu, ukindikindi 		oilemo 		gore, fuva (< Manyika) 	lilu 		leru 	leru 	ifu, iyezi 	ilifu 	lí-fu 																																																											
161	fog 					mhute 	mbundu 		mogodi 	mohodi 	inkungu 	inkungu 																																																												
162	sky 					denga 	lihalimu 	legodimo 	legodimo 	lehodimo 	izulu 	izulu 	si-bhakábhaka 																																																											
163	wind 			omhepo 		mhepo 	mebo, moya (wind, spirit) 		môya 	moya 	umoya 	umoya 																																																												
164	snow 					sino (< Eng) 	litwa 		lehlwa 	lehlwa 	iqhwa 	ikhephu 																																																												
165	ice 					aisi (< Eng) 	mezi a kangezi 		lekgwa 	leqhwa, aese (< Eng) 	iqhwa 	umkhenkce 	lí-chwa 																																																											
166	smoke 					hutsi 	musi 		muši 	mosi 	intuthu, umusi 																																																													
167	fire 			omundilo 		moto 	mulilo 	molelo 	mollô 	mollo 	umlilo 	umlilo 	um-lilo 																																																											
168	ash 					dota 	mulola (ashes), mufuse (hot ashes) 		melôra 	molora 	umlotha 	uthuthu 																																																												
169	to burn 			tema, pya 	-pisa -ca, -cisa, -nungeka, -tuka, -tumbeka, -tumbuka, -yukweka 		fiša 	besa, tjha, tjhesa, tuka -sha, -vutha -vutha 																																																																
170	road 			opate, ondjila (path) 		rhodhi 	mukwakwa (main road), nzila (path) 	tsela 	tsela 	tsela 	umgwaqo, umgwaqana 	indlela 	um-gwaco 																																																											
171	mountain 			ondudu 		gomo 	lilundu 		thaba 	thaba 	intaba 	intaba 	ín-tsaba 																																																											
172	red 		-tilyana 	-tsvuku 	fubelu 	-hubêdu -fubedu -bomvu -bomvu -bovú 																																																																		
173	green 		-twima, -ziza 	-girini (< Eng) 	tala 	-tala -tala -luhlaza -luhlaza 																																																																		
174	yellow 	ungolo, ungundumba 	-shunga 	-yero 	seta 	-sêhla -sehla -liphuzi, -ncombo -lubhelu, -mthuba, -tyheli 																																																																		
175	white 	cayela, cotue, civala liyela 	-toka 	-chena 	sweu 	-šwêu -sweu -mhlophe -mhlophe 	um-khombe (white rhinoceros) 																																																																	
176	black 	cowi, catekava 	-laula 	-dema 	nsu 	-so, ntsho -tsho -mnyama -mnyama -mnyáma 																																																																		
177	night 	uteke 		omafiku 		husiku 	busihu 	bosigo 	bošego 	bosiu 	ubusuku 	ubusuku 																																																												
178	day 			efiku 	yuva 	zuva 	musihali 	lesatsi 	mohla 	mohla 	ilanga, umuhla, usuku 	umhla, imini, usuku 	lí-langa 																																																											
179	year 			odula 		gore 	mundiku, mwaha, silimo 	ngwaga 	ngwaga, selemô (summer) 	selemo, ngwahola (last year) 	unyaka 	umnyaka 																																																												
180	warm 		-pyu 	-dziya 	futumezi, enyize 	-futhumêla -futhumetse -fudumele -fudumeleyo -futfúmeta 																																																																		
181	cold 		-talala 	-tonhora 	batile, hazezi, silami (cold, coolness) 	-serame -serame -makhaza -banda -bándza 																																																																		
182	full 				-zara 	fasize, ndu (full up), tezi, taleani 	-tlêtše -tletse -gcwele -gcwele 																																																																	
183	new 	cokaliye, candopo 	-pe 	-itsva 	nca 	-fsa -tjha -sha -tsha 																																																																		
184	old 		-kulu 	-chembera, -tsaru 	hulu 	-golo, -tala, tšofa -holo -dala -dala 																																																																		
185	good 		-wa 	-naka 	nde -lang (???) -tle -tle -hle -mnandi -hle -lela (???)																																																																			
186	bad 		-i 	-ipa 	maswe 	-be, mpe -be, mpe -bi -bi 																																																																		
187	rotten 				-ora (rot) 	bola 		bodilê 	bodileng -bolile (decayed), -bi (bad) -bolile 																																																															
188	dirty 		-kaka 	-asviba 	nkwika, pumbile, silafezi, tapweile 		ditšhila 	ditshila -ngcolile -nkone, -mdaka 																																																																
189	straight 			yukilila 	-twasanuka 	nonga, otolohile, sinji, zanana 	tlhamalela 	ôtlologa 	otlolohileng -qondile -ngqala 																																																															
190	round 					denderedzwa 	cica 		potokô -tjhitja -yindilinga (circular), -yimbulunga (spherical) -mbumbulu 																																																															
191	sharp (knife) 	calepikiwa, capelekiwa 			-pinza 	buhali, lozize, shengile 		bogale 	bohale, tjhora -bukhali -bukhali, -tsolo 																																																															
192	blunt (knife) 				-gomara 	buzwa, fumile, mbumbutezi, sinatiso 		kubêga 	nthithi -buthuntu -buthuntu 																																																															
193	smooth 	mbambe 			-tsetseka 	bebile, buleta, litezi, lolekile, ndendemezi, yengile 		borêlêdi 	boreledi -bushelezi (not rough), -mnandi (comfortable) 																																																															
194	wet 				-totesa 	koloba, yemezi, nyanyelize, patekile 		kôlôba 	metsi -manzi, -nethile -manzi, -nqum 																																																															
195	dry 				-omesa, -oma -oma 	-ômiša, -ôma -omisa, -oma -omile, -oma -omelela, -oma 																																																																		
196	correct 				-tsiura, -ruramisa 	lukisize, nepisize 		nêpiša 	nepisa -lungile -nyanisile 																																																															
197	near 			popepi 	-pedo 	kwatuko, kaufi, mabapa ni (near to, opposite to) 		gaufsi 	haufi, pela 	eduze, -seduze -kufuphi 																																																														
198	far 	kakuci, kupãla 		kokule 	-kure 	kwahule, mambala (far, distantly), mpalila (far away) 		kgolê 	hole 	kude -kude 																																																														
199	right 			olulyo 	-rudyi -lyo, bulyo, silyo 	mojeng (right, rightward) 	lagoja, lekubu 	lokisa 	kwesokudla, ukunene -nene 																																																															
200	left 			omulosho 		ruboshwe -nzohoto, bunzohoto, sinzohoto 		lengêlê 	leqele 	kwesokunxele, ubunxele -nxele 																																																														
201	at 			ko 		ku, kuna, pa, pana 	fa, kwa, mwa 	le, mo, par, vers 	fa, ga 		e-, o-, ku- (in space), nga- (in time) 																																																													
202	in 			mo 		mu 	kwa, mwa 	mo, par 	go, ka 	ka 	e-, o-, ku- (in space), nga- (in time) 																																																													
203	with 			na 		ne 	hamoho, ni, ka 	le, par, vers 	na, nê 	na 	na-, kanye na- (together with), nga- (by means of) 	na, ne, no, kunye 																																																												
204	and 			na 		na-, ne- 	mi, ni 	le, re 	le, me, mme 	le, mme 	na-, futhi 	kwaye 																																																												
205	if 					dai, nana, kana 	haiba, kaba, kabe, kambe 		ga, gê 	ha 	uma 	ukuba 																																																												
206	because 			shaashi, osheshi 		nekuti 	kabakala, kakuli 		gobane 	hobane 	ngoba, njengoba, njengokuba 	kaloku, ngokuba 																																																												
207	name 			edina 		zita, dzinza (family name) 	libizo 	leina 	lebitšô 	lebitso 	igama, ibizo 	igama 																																																												
